	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
HMDB0028891	0.201433918	0.02425992	0.358732521	0.320590177	0.579629203	0.844192284	0.633247673	-0.63471223	0.458823567	0.678463448	-0.068189915	-0.947514189	-0.501741326	-0.837805076	0.272410767	-0.288341747	-0.395895562	0.461261896	-0.848649438	-0.006268608
HMDB0028893	0.295388448	-0.313070758	0.047471567	0.324603072	0.316621595	-0.1603694	0.022689406	0.408522613	-0.363019914	-0.031845419	-0.208745079	0.587009965	-0.833349327	0.150885451	0.154505476	0.064812974	0.107321412	0.213780775	-0.107490252	-0.262146679
HMDB0028896	-0.638620577	-0.099135585	-0.033451975	-1.14032418	-0.216271159	-0.48846345	1.082179155	-0.328058734	-0.378489717	0.395910294	0.491924677	0.815063043	1.189629343	0.475522962	-0.109503559	-0.197383586	-0.26007258	-0.64026134	0.610889333	-0.543984142
HMDB0028903	-1.056384787	-0.439678024	-0.600475339	-1.591605851	0.067910539	-0.365636321	1.570721673	-0.660019548	-1.885654569	0.188369473	1.26569109	-0.145545897	0.233555319	0.890667866	-0.061830136	0.103666383	-0.79419902	-0.532338324	-0.629609758	0.616328555
HMDB0028912	0.475172925	0.49169465	0.422825016	0.465302625	-2.457499017	0.546645763	-0.822982134	0.469740107	0.496112836	0.396126762	-0.7290892	0.29616883	-0.448833121	1.083163008	0.260758291	0.324626654	0.646866888	0.788789494	-0.716115441	0.203778225
HMDB0028916	-1.615605762	-0.324067095	-0.466984354	-0.558525214	-0.484418028	-0.591303538	1.455077611	-0.799524657	-1.39198084	-0.228632458	1.295871441	0.9709747	3.546397258	-0.26379675	-0.15779993	-0.512577365	0.621280335	-0.439242347	0.279057363	-0.695963377
HMDB0028918	-2.041154691	-0.333033273	0.283425998	-1.177905847	0.367340823	0.710599621	-0.67836588	0.537779373	1.098069452	0.281913366	-0.146376706	-1.766562284	-0.280628457	0.681150865	0.420578235	1.588577629	-0.365842432	-0.236060309	-0.337719206	-0.46859613
HMDB0028919	-0.034400519	-0.575289536	-0.660006027	0.121310161	-0.199419557	0.132052332	0.474271309	-0.649534811	0.133419748	-0.145547341	0.329962707	-0.053042411	0.81185167	-0.023648454	-0.423186662	-1.026392658	0.009017495	-0.052942746	-0.327200741	0.027152417
HMDB0028920	-0.908092325	-1.643511385	-0.296302247	-0.449416657	-0.41455707	-0.318246937	0.99638588	-1.0596625	0.071141001	-0.70149767	1.087668103	2.130237629	2.243798547	0.562958923	0.569993131	-0.879219017	0.183769519	-0.99215065	0.191915066	-0.805115082
HMDB0028954	0.167970657	-0.137149362	-0.152217404	0.133933148	-1.167306827	-0.440515087	0.67271141	-0.622307575	-0.675431323	0.092506273	-1.020065927	-0.619157932	0.325012745	0.153522185	0.22012324	0.345819804	0.185946674	0.238195966	-1.183551547	0.197093843
HMDB0028958	-0.54519371	-0.398118017	-0.221530705	-0.64987563	0.008084412	-0.891567476	0.860740854	-0.451441398	-1.018324406	0.082351456	0.448769775	-0.074730317	1.107426535	-0.034553996	-0.580651871	-1.405127509	0.010094574	-0.074594097	-0.449456133	0.034881792
HMDB0028959	-0.356117452	0.247268889	-0.252003344	-0.222896783	-0.570764298	-0.496793319	0.468419995	-0.10721407	0.131342018	0.087756642	0.021231033	-0.087405697	0.906793663	-0.262762208	-0.263408429	-0.539543793	-0.293213018	-0.22245872	0.158094422	-0.257665807
HMDB0028979	-0.190290573	-0.182466326	0.119217485	-0.289859745	-0.309110773	0.321760907	1.060578085	-0.111595783	-0.648838166	-0.246219575	0.046455145	-0.155983768	0.379339269	-0.094895038	-0.139985751	0.091388108	-0.533493203	0.394436165	-0.020391508	-0.349716302
HMDB0028981	-0.468287106	-0.480111307	-0.097838889	-0.442841586	-0.397303086	0.214852615	1.123951251	-0.054079451	-0.537254571	-0.271678606	0.387875637	0.530637509	1.887361438	-0.149479724	-0.347826585	-0.262588411	-0.195130764	-0.355534507	0.782730289	-0.38897588
HMDB0028985	-0.292419264	-0.1028893	0.036097681	0.403200325	-0.397212698	-0.147089128	0.138701457	0.068793682	0.145305327	-0.393202181	-0.300366485	0.071800053	0.899492998	-0.458367656	-0.049841281	-0.079201044	-0.01075493	0.075445449	0.738870305	-0.014699187
HMDB0028990	-0.744860331	-0.030234216	-0.62353657	-1.037271226	-0.984205628	0.044932015	1.543161052	-1.035127948	-0.391192785	-0.701137555	1.187307034	1.271098422	2.469889593	0.140414551	-0.284061615	-0.430574127	0.018336036	-0.320394929	0.333204939	-0.935578141
HMDB0029030	-0.025062485	-0.358420154	0.078343681	-0.216693208	0.144239285	0.567348452	0.345642964	-0.779172415	-0.088046738	0.268331844	-0.319960243	0.037328723	0.241521725	-0.166663056	-0.356721116	0.0966484	-0.013531556	0.019814845	0.07230805	-0.009182463
HMDB0029100	1.060774153	-0.877891711	-1.11165999	0.346439245	0.424352876	1.192126535	-0.151446446	-0.101044536	0.585683302	-0.677283596	0.109860135	0.761293684	1.536791447	-0.222990092	-1.581681662	0.59587113	0.082678293	-0.636883326	-0.44848045	0.013914787
HMDB0029130	-0.578494448	-0.734098254	-0.800293195	-0.223907187	-0.025119212	-0.320773118	1.057802823	-0.519236318	0.313434802	-0.495370708	0.713354793	0.987908869	1.53958618	0.160336519	-0.075402033	-0.42879077	0.330176154	-0.244497157	0.247019074	-0.285577563
HMDB0029140	-0.316757506	-0.191162561	-0.730652588	-0.616868409	-0.535872484	-0.358590171	0.894821918	-0.557362993	0.004415289	-0.417293218	0.856633931	1.156071659	1.944068091	0.224874111	-0.19156262	-0.400318236	0.33318576	-0.429665082	0.617295269	-0.247306404
HMDB0029177	-0.416795487	-0.206115054	0.122173559	-0.189353773	-0.224478422	-0.144852096	0.93050772	-0.372710171	0.05203414	-0.472692642	-0.140615252	-0.291526527	-0.608281326	-0.056330698	0.004733925	0.334470337	0.1073986	0.513911959	-0.221002204	-0.170679882
HMDB0029200	0.14131885	-0.130118855	-0.050148769	0.382907046	-0.076077158	0.156642655	-0.016976427	0.094631756	0.157162806	0.086042627	-0.505836478	0.087586918	-0.665957	0.279702337	0.103007037	0.344972831	-0.40537234	0.281226756	-0.279910448	-0.31778501
HMDB0029202	-0.046467855	-0.332224727	0.702269825	0.161121877	-0.301183234	0.412350933	-0.130917903	0.102902049	0.391307561	0.048212973	-2.747573422	0.23790481	0.126230423	0.58696172	-0.019058431	0.609737711	-0.818070367	-0.140592936	0.122379455	0.475168252
HMDB0029220	0.014961215	0.12048915	-0.363176293	0.094416599	0.067648906	0.138700854	-0.30023034	0.079959764	0.206368899	0.064993368	-0.057812475	0.302680928	-0.206665546	0.008068002	-0.15427043	-0.128835321	0.307425478	0.339100806	-0.250311477	0.363650592
HMDB0029222	0.097175934	0.394707987	0.482653898	0.458374545	-0.728820545	0.607920012	0.36941537	0.538502796	0.528218547	-0.930708506	-0.281544284	-0.086925898	-0.31421699	0.367710249	0.214589439	0.486936549	-1.699187394	0.626929952	-0.146192899	0.43160838
HMDB0029243	-0.001787361	0.249971719	-1.455286872	0.512366163	0.689492205	0.787904374	0.082523512	0.6714099	0.042554383	-0.27400339	-0.021069133	-0.575517224	0.041481488	-0.86248806	-0.903174365	-1.256355037	0.156638467	0.960204494	-0.028001666	0.428363837
HMDB0029250	0.257438154	-0.109230676	0.086361849	0.523458617	0.367229368	0.258538428	-0.154483093	0.000716607	-0.957536547	0.416286803	-1.327385939	0.735639292	-1.510161125	-0.097126346	-0.730956704	-0.53579894	0.578950547	1.351476625	-0.229012425	-0.806105519
HMDB0029265	0.269559885	-0.08762622	0.265568979	0.249605354	-0.226709301	0.032100966	-0.211743403	-0.059689877	0.449150664	-0.095608032	-0.438076833	-2.409039444	-2.14207909	0.270350745	-0.055812327	-0.085916367	0.75699675	0.495148403	0.190131999	0.396316272
HMDB0029266	-0.308197107	-0.061296405	0.682227372	1.222927095	0.46878996	0.351525035	-0.157135618	0.630997431	0.170611415	-0.085263577	-0.298541989	0.352668978	-1.222202441	0.603829782	-0.387332253	1.304492383	-0.215910206	0.704308081	0.001478229	0.618102972
HMDB0029285	1.624705366	-0.451465279	-0.005240887	0.697415845	0.592643836	0.049661043	-0.930921064	0.710404315	0.896696308	-0.925637669	-0.638299768	-1.064905861	0.591346784	0.148015798	0.088156049	-0.109931265	0.121851757	-0.347563915	-0.77929168	0.015097475
HMDB0029299	0.479419706	-0.961139559	0.162796275	1.141478201	-0.05770105	-0.83415847	0.135441735	0.059942613	0.218238465	0.576551245	0.603203895	-0.242609625	-0.548683037	1.209309287	1.185188626	0.507705319	-0.692140512	-1.972777735	-0.633680041	-1.512213801
HMDB0029321	-0.796148317	0.524625352	-0.718992841	-0.334282495	0.322854921	0.115188699	1.158780271	-1.999054795	-0.709381811	0.741212765	0.062344332	0.748171183	0.849048363	0.213657451	0.576179935	-0.904409771	0.995956416	-1.990944499	-0.041490487	0.09002308
HMDB0029323	-0.364846596	0.208458995	-0.654148481	-1.668669961	-0.316341283	-0.464880108	1.315924306	-0.420232085	-0.503768408	0.018643886	-1.221440411	-0.89815899	-1.336296884	0.054047069	-0.839960799	0.202847211	0.516532507	-0.298507024	-0.567937262	0.423011262
HMDB0029333	-0.501025333	-0.289301567	-0.698263275	-1.264766464	-1.215151758	-0.694832191	1.570838576	-1.487613881	0.026239372	-0.428185395	1.045996381	1.00006974	2.64419437	0.081869088	-0.318079998	-0.194023017	-0.312557237	-1.18097333	0.412798854	-0.554771485
HMDB0029335	-0.889724593	-0.605030834	-0.257308884	-0.742689372	-0.793594853	-0.638044331	1.153389273	-0.281594331	-0.447443914	-0.127897215	0.911250875	0.893768285	1.301449752	0.563102083	-0.122205751	-0.276186642	-0.01422812	-0.531716356	0.361818984	-0.645863874
HMDB0029336	-0.543469043	-1.018626659	0.002933093	-0.424681769	-0.120346838	-1.229590834	1.272574917	-0.25813477	-0.195037621	-0.448517436	-0.464615002	-0.006661029	0.546363065	-0.769942051	-0.225438682	-0.509639312	0.33069138	-0.321718214	-1.137711423	0.311872139
HMDB0029340	0.068996238	0.751384172	0.228658072	0.492083612	0.729401149	0.701343974	-1.201760347	0.120626614	1.201966114	0.93201722	-0.232184006	-0.669181508	-1.037358958	-0.372565552	-0.098754074	0.288764187	-0.041533624	0.56075886	-0.218678603	0.16820217
HMDB0029341	0.04258712	-0.114014326	0.25030897	0.306209468	0.107547789	-0.18465573	0.186926761	0.091436281	0.184657419	0.086367484	-0.237023332	-0.33344679	-0.556799163	0.273875784	-0.137438608	0.33009726	0.117678268	0.288085786	0.246610598	0.474900792
HMDB0029346	0.048675666	-0.115452505	0.202160699	-0.027348124	-0.160651036	-0.003870288	0.008402913	0.472234958	-0.266581841	0.080935238	0.293744773	0.333433873	1.507066561	-0.142637133	0.012515389	-0.234129705	0.276677583	-0.519952609	0.21388631	0.2381286
HMDB0029347	-1.36054653	-0.013864346	-0.236016066	-1.253042097	-0.616472277	-0.583930387	1.929706095	-1.118448153	-1.141820147	-0.020946771	0.738908687	0.83632218	3.716904416	-0.332153778	0.048654926	-0.556714581	0.697018723	-1.25824274	0.542902781	0.602403464
HMDB0029361	0.464729958	0.60768764	-0.452808959	0.379244646	-0.428865168	-0.430154851	0.203890996	-0.529959705	-0.256660461	-0.448822552	0.142542355	0.11871151	0.520537945	0.311254712	1.167453785	-0.376562215	-1.640938301	0.796173585	-0.340132344	0.508359214
HMDB0029373	0.956758352	0.538075057	0.481200906	0.317896715	0.835262346	0.798346637	-0.620484768	0.584544285	-0.295883296	0.188140068	0.059400087	-0.171731562	-0.820171906	-0.297156049	0.367780388	1.253975186	-0.156773799	0.870046319	0.110163299	-0.645644299
HMDB0029429	1.343192626	-1.45290119	0.065142824	1.21964579	-0.551787229	-1.194863509	0.273613554	-0.348326979	1.051238159	-0.746171926	0.824010534	0.99408377	1.207776399	0.720359943	-0.091944901	-0.670895469	0.222262604	-1.281393966	0.044687667	-0.460293759
HMDB0029448	-1.011943046	-0.23858217	-0.546275639	-0.938639664	-0.333643325	-0.9423206	1.261419014	-1.248757543	-0.862943287	-0.170907636	-1.145125377	-1.020910306	2.185934271	-0.812297308	-0.865720191	0.003071737	0.508528802	0.457696594	-0.471013817	0.513874148
HMDB0029507	-0.1716876	0.258690422	0.083983513	0.367617678	0.393381287	0.204954581	-0.184947676	0.261552926	0.260237399	-0.070857119	-0.213952308	-0.085830298	0.924214293	-0.499612738	0.450221084	-0.15586614	-0.586160752	-0.644099967	-0.232964744	0.415671627
HMDB0029513	-0.112403925	0.265662383	0.0262647	0.12862799	-0.434905221	0.260910141	-0.64232262	0.01111214	-0.279731981	0.002358001	-0.176317578	0.401781081	-1.223780428	-0.33585205	-0.361058014	0.187603478	0.454124415	0.109406212	0.490746462	-0.247999801
HMDB0029542	0.663989168	0.421401555	0.039519521	0.129570473	-0.232316124	0.486616463	0.139073392	0.445654661	0.122248941	-0.410498585	0.475878872	-0.300140763	-1.219636226	-0.204314833	-0.193592274	0.593053294	0.762528442	0.635126981	0.09701193	-0.29980493
HMDB0029569	-0.069529915	-0.268587072	-0.280290211	-0.041479949	0.159833088	0.193005142	-0.090075166	0.129862283	0.075332339	0.085609743	-0.187076114	0.159167804	-0.336134025	0.128251655	-0.075543811	0.201718697	0.027683557	0.31166005	0.073542109	-0.097917417
HMDB0029586	0.081371047	0.325268147	0.283686388	-0.096165429	-0.017553422	0.445009464	-0.179686253	0.230204769	-0.01791309	0.057495898	0.120761923	0.279496324	-0.221488191	-0.154307	-0.31913088	-0.142887007	0.165114844	0.191812037	-0.261191733	0.250725279
HMDB0029614	-0.194402139	0.099943518	-0.485745894	0.103788564	-0.727672135	-0.094893705	1.746363287	-1.294655499	0.056725546	-0.45866195	-0.932000186	0.81414412	-0.701478976	1.698152918	-0.491024303	-1.435083515	0.339639812	-0.185246972	-0.32208071	0.662214181
HMDB0029618	-1.573036683	-0.629470406	-0.48339603	-0.39408191	-0.944105144	-0.984734697	1.683794102	-1.116973962	-0.649279034	-0.527402688	1.005854621	0.742692089	1.999146657	0.225057428	-0.446095986	-0.255144301	-0.186080117	-0.722833859	0.685639856	0.025824626
HMDB0029625	-0.188449805	-0.905598977	-0.514174385	-0.525045293	-0.264011535	-0.570939938	1.636743446	-0.144931408	-0.4587972	-0.23102729	1.413329754	1.285022257	2.651267165	0.639537512	-0.320402885	-0.376795593	-0.082125286	-1.205067231	0.744031373	-0.130648373
HMDB0029626	0.39907166	-2.675106046	0.175927134	0.014734025	-0.019000693	0.450569334	0.155032607	0.056852488	-0.35835137	-0.172568944	0.067527277	0.279881357	0.487910584	-0.089778027	-0.299115813	-0.602119494	0.078567991	-0.40138605	-0.588427695	-0.363805701
HMDB0029651	-0.092067192	-0.029071959	-0.122421532	0.013337181	-0.121008781	-0.057069516	0.537121032	-0.290688877	-0.047972463	-1.160506425	-0.200721078	-0.245664743	-0.669439053	-0.125798703	-0.004225444	0.795082516	0.304664034	0.024424065	-0.033610531	-0.239763578
HMDB0029656	-0.646312659	-0.673517499	-0.653904629	2.163797045	-0.607469854	0.034880894	0.912947733	-0.854348745	-1.655803638	-0.450850037	1.036299902	0.904108674	1.952172897	0.474980719	-0.054487929	-0.670796145	-0.319910338	-0.03234592	0.714188746	-0.555967868
HMDB0029742	0.247528095	0.71272635	-0.104663559	0.147965889	0.310371291	1.779081414	0.95340599	-0.236427611	0.949050175	-0.031117395	-2.408026382	-0.624374595	-0.543271276	-1.174816927	-1.583004487	-0.991355627	1.037395974	0.886570177	-1.254318643	1.004220794
HMDB0029766	0.172656966	1.055980638	-0.777531846	-0.067822919	0.469444335	-0.315341239	0.407271487	-0.112399678	-0.017380797	-0.201553196	0.518966016	1.229277752	2.607808679	0.127354995	-0.1282069	-0.2710209	0.029640153	-0.113173847	0.58886971	-0.428867953
HMDB0029767	0.355742245	0.376985438	0.326677865	0.298975501	0.329058654	0.456968499	-2.027321782	0.357180547	0.382415387	0.336149281	-0.311834613	-0.027940981	-0.371620766	0.118636646	-0.090507014	0.320352405	-0.071211845	0.39906844	0.016442625	-0.093530029
HMDB0029768	0.172575186	0.33402246	-0.15292228	-0.217279941	-0.051203805	0.488724168	-0.458933387	0.498193037	0.236671688	0.151931002	-0.538214137	-0.047117757	-0.64163589	0.206441108	-0.155348297	0.555381255	-0.12197032	0.691549003	0.029659655	-0.16057769
HMDB0029771	-0.910654524	0.107589115	-0.318445843	-1.062353679	-0.368086388	-0.732633386	0.610061899	-0.425729898	-0.031600341	-0.06919557	0.774120551	0.227195347	1.434032937	0.35046208	-0.208824804	-0.779980578	0.099737313	-0.371896406	0.031475261	0.540017499
HMDB0029772	0.313931327	0.260049551	0.178316894	0.125271125	0.327611068	0.399872834	-0.5601825	0.349486207	0.070206487	0.079830906	0.577025796	0.726195374	1.570580269	0.184638532	-0.108043939	-0.25269048	0.054561257	-0.825662794	0.494885485	-0.001929217
HMDB0029773	-0.301770089	0.429298832	-0.247399399	-0.680019547	-0.044742679	-0.021627184	0.72095875	-0.064181309	-0.511808326	-0.169846693	0.7525411	0.812410379	1.178772231	0.251338296	-0.200957642	-0.359059885	-0.116196391	-0.640379111	0.413364771	-0.292625077
HMDB0029782	-0.025807666	0.338168536	0.097072113	0.163553473	0.015957494	0.507499162	-0.297038676	0.227587469	0.353485919	0.139609837	0.161083248	-0.624268085	-0.434446607	0.271178881	-0.60779259	0.261820308	0.369738961	0.500370378	-0.163944972	-0.13013145
HMDB0029783	0.119049897	-0.170486898	0.101598941	0.269355773	-0.582449815	-0.048668557	1.803543231	-0.716300819	0.232090102	-0.184600407	-0.003525081	0.054182454	-0.342919861	-1.227019951	-0.418812753	-2.37824532	-0.903304713	-0.178048454	-0.020316624	0.154949839
HMDB0029797	-0.007317284	-0.080067842	0.036175656	0.136235936	0.099767363	-0.020454175	-0.030422753	0.059121843	-0.062361516	0.088509439	-0.070905505	-0.190021022	-0.212292162	0.075582914	0.205912848	0.302398578	-0.017944463	0.18649087	-0.219837146	0.128373348
HMDB0029803	-1.503646716	-0.169532349	-0.770609233	-0.194263853	-0.60676935	0.247425361	0.432169057	-1.024921354	-1.274997267	0.593212686	0.783051922	1.460731909	1.632913645	0.640122306	-0.391184073	-0.09602759	-1.007028913	-0.607613405	0.589217522	-0.85475091
HMDB0029807	-0.398960993	0.564802257	0.085065174	-0.341162652	-1.598882345	-0.542573974	1.215008917	-0.266352915	-0.395957214	-0.1057552	0.647834356	0.29471323	0.678470753	-0.384531322	0.742385877	-1.183381345	-0.035768356	0.245519258	0.229456577	0.595909507
HMDB0029810	0.851303208	0.346027077	0.212522122	0.721093051	-0.193786997	0.514280049	-0.570958059	-0.05741163	1.405599453	0.884200297	0.724715281	1.528523632	2.753543032	0.022187	-0.211358521	-0.965032087	-0.118158636	-0.979735824	0.118107919	-0.491625642
HMDB0029830	0.927368279	-0.137071058	0.253469416	1.013092472	0.015601481	-0.049417847	0.077679142	0.071228822	-0.340434095	-0.087999383	0.097651587	0.205889386	-0.968217292	-0.156372646	0.522306397	0.376034766	0.308431163	-0.166136645	1.088865105	-0.634715122
HMDB0029855	0.702486461	1.114161817	-0.749210266	-0.483481461	0.889775403	0.607523657	-1.776107031	-0.879703872	0.815590621	-0.700478838	0.61296369	-1.954944309	-2.115959305	1.037311721	0.588725455	-0.314385197	-0.392521019	-0.743277412	-1.626267095	1.518926866
HMDB0029863	-0.537054881	-0.758052852	-0.078382976	-0.220246889	-0.280258843	-0.483506289	0.148096658	-0.277139549	-0.326819087	-0.170580988	-0.2952515	0.057574922	-0.216526109	0.256344508	-0.170043605	0.63103509	-0.066424949	0.70653779	0.288168685	0.164452235
HMDB0029885	-1.22708757	-0.244645031	-0.864565844	-0.690957901	0.519344406	0.584935964	0.394406199	0.546971468	0.543165814	0.513733042	-0.444214216	0.331990052	-0.539598871	-0.007469992	0.210163666	0.233378602	0.307626794	-0.028626891	0.18250517	-0.147385146
HMDB0029887	-0.00041848	-0.082545927	0.047177259	0.158702274	0.037553958	-0.045534169	0.134336678	0.012051551	-0.101661215	0.071171683	-0.189474763	0.133697049	-0.229188016	-0.007636782	0.082974737	0.092640285	0.123553412	-0.016445428	0.07145916	-0.065890324
HMDB0029888	0.029999016	-0.081322193	0.054003445	0.125469131	0.067932207	-0.052870461	0.087446619	0.047210243	-0.031140562	0.080773124	-0.197533654	0.139178254	-0.238910812	-0.008077075	0.086330827	0.096401316	0.128609609	-0.017254854	0.074332804	-0.068771287
HMDB0029903	-0.052519204	-0.919268015	0.437775938	0.102936893	0.177848061	0.02912595	0.016114889	0.267008269	-0.379254033	0.074405273	0.178922544	-0.157064508	-0.534327326	-0.039647234	-0.039824545	0.317564346	0.423514751	0.282721104	-0.021610833	-0.146132149
HMDB0029913	0.531412692	-0.062006767	0.197502964	0.638660604	0.574024779	0.476417527	-0.461951329	0.206071495	-0.453714366	1.134895414	-0.199829376	-1.029435947	-1.283365387	-0.479999932	0.563940741	1.67820029	0.035202061	0.066739844	-0.016640498	0.305331643
HMDB0029944	0.88094468	0.310690332	0.016126653	0.316904808	0.120504788	0.500597473	-0.091838998	0.979246505	-0.493124072	-0.355143907	-0.791409039	-0.289955895	0.307731454	-0.160651214	-0.322391943	-0.116129433	-1.107319372	-0.353460095	-0.357005132	-0.072077437
HMDB0029953	0.36070225	-1.085919247	0.355202999	0.83481584	-0.789192107	-1.999547668	-0.344373378	0.390043339	0.196232384	-0.243280926	0.568705257	0.697152485	0.150788449	-0.575748189	0.344806642	-0.880697829	-0.865564649	-0.435236587	-0.349504041	-0.035770934
