	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
C02220	0.600204494	1.118901454	-0.152915049	0.000677561	-0.069424717	0.540907233	0.523897802	0.117453067	0.138540678	-0.424618534	-0.284030652	-0.862461633	-1.338499298	-0.113145142	0.103052885	0.583429118	0.125907107	0.517863309	-0.179590814	-0.063307712
C02230	-0.609330092	0.59818729	-0.687314252	-0.15227195	-0.371358906	-0.598577075	2.045880501	-0.133237616	-0.322900144	-0.20224505	1.085355784	0.627064522	2.497077802	0.049322745	0.230203226	0.271155775	-1.17293011	-1.835479923	0.298005941	-0.471820521
C02278	0.060066182	-0.09012364	0.02394308	0.264618451	0.073652303	0.025431686	-0.064388007	0.055761323	-0.110156533	0.401804325	-0.148249977	-0.225367847	-0.364509709	-0.130394309	-0.058665775	0.293766514	-0.266225924	0.123635193	-0.024370167	0.043626204
C02284	0.279184678	0.40928488	0.251304346	0.703923458	-1.882899738	-0.028716228	0.390607736	0.33823147	-2.165526219	0.596601927	1.29243175	2.735314478	2.755533361	0.3090313	0.037017455	-0.934183519	-0.556453878	-0.726358621	-0.290004074	-0.132803744
C02325	0.060800736	-0.044754538	0.054829595	0.03691734	0.116346907	-0.169546923	-0.089149603	0.108478613	-0.189470845	0.026279344	-0.276993174	-0.236574867	-0.249237948	0.102958986	-0.014716199	0.27147377	-0.084992444	0.268535553	-0.041306294	-0.100397345
C02355	0.327829677	0.351051883	0.074874061	-0.244044156	0.64454495	0.761004118	-0.114746698	-0.710557231	-0.199586275	-0.641497828	-0.061377486	0.156135825	0.286783066	-0.43563647	-0.747490955	-0.758615308	0.031747982	0.7927676	-0.084538547	0.64344543
C02367	-0.229786283	-0.140816712	-0.476386199	-0.312937247	-0.147970819	-0.319444464	0.484334219	-0.353290937	-0.374169402	0.464968098	-0.002769068	0.179124778	-0.474352535	-0.798804564	-0.244867991	-0.254794461	0.128921297	0.684500245	-0.287480631	0.192685886
C02477	-0.389379964	-0.770703718	0.201350556	0.943294188	0.009889182	-1.945533709	0.719022242	-0.16274921	-0.211301249	0.681354324	-0.342212594	0.825879234	-1.054314804	0.621711821	0.137604823	0.818563978	0.721028043	0.568359398	-0.901367288	-0.969957736
C02528	0.065231259	-0.039706737	-0.299531476	0.11840107	0.288580475	-0.086629936	0.397874535	0.239388865	0.098956408	-0.610077232	0.654564105	-0.092162488	-0.578401497	0.078095048	-0.137208173	0.22659846	0.211745978	0.473347236	0.059027147	-0.321512937
C02567	-0.723671019	-0.439774098	-0.1291741	0.018542308	-0.84321912	-0.331142414	0.946790623	-0.513774093	0.08028037	0.487617867	0.607110889	-0.65600858	-0.435123419	0.180373239	0.221986863	-0.839127493	0.197795037	0.170898864	-1.030121787	0.600677317
C02571	-0.52804059	0.410836048	0.113373122	-1.256359237	-0.281495071	-0.501805939	0.513006965	-0.487372414	2.017186615	0.255869108	-0.582266898	-0.390102134	0.673254578	-0.498520042	0.509986335	0.036539874	-0.714734268	0.773271383	-0.176948832	0.068166129
C02593	0.365554758	0.394980331	0.969448046	0.527249141	0.657813048	0.281723544	-0.828866216	0.563095856	-0.094039462	0.322307512	-0.568862659	-1.222047184	-0.48156353	-0.008056005	-0.288271875	0.676139105	-0.663782477	0.327616432	-0.257762781	0.470071088
C02631	1.310936186	-0.46516599	0.202684436	1.104930971	-0.244988839	-0.254436844	-0.449151892	-0.334879538	0.920411499	-0.198460248	-0.197410591	-0.258528068	0.058318247	-0.012109611	-0.095242105	-0.667134693	0.108091175	0.626420329	-1.44587477	0.174522586
C02633	0.689446678	0.701831261	0.607634247	0.68638261	0.657638702	0.759208066	-0.203627157	0.669177001	0.715686275	0.49864025	0.166397373	-0.334163835	-0.94565875	0.055640591	0.005571205	0.394740504	0.62909672	0.689710967	0.007337794	-0.104263571
C02678	-0.605039087	-0.278002122	-0.528472812	-0.324103123	-0.368263061	-0.837206947	0.376248862	-0.539101792	0.55507416	-0.60050316	0.00435503	0.284582849	-0.722172068	-1.222026721	-0.36862545	-0.383918289	0.20723877	1.063170305	-0.434274991	0.305475256
C02679	-0.016136101	-0.123017223	0.155461256	0.195152358	-0.048126817	-0.018256822	-0.094699601	0.137886118	-0.160870714	0.170354841	-0.004576444	0.104631771	-0.287712943	-0.482512422	-0.149931502	-0.155891308	0.074489831	0.408056825	-0.175515931	0.112773793
C02712	-0.479913698	0.534463199	-0.548363503	-0.247626919	-0.410274957	0.149709318	0.760477362	0.098784494	0.335203919	0.379651754	0.75816003	0.495549185	0.178752512	0.023626638	0.27885585	0.008522179	-0.815100019	-0.124646001	-0.039652996	0.161346909
C02717	0.676415871	-0.87387259	-1.261809609	-0.140491718	-0.044090777	0.845439574	0.944136446	-1.480983373	0.170676287	-0.366670702	1.399454055	1.597069496	2.504649094	0.50238767	-0.054336481	-0.122083835	0.057276942	-1.306092269	0.926526099	-0.196035675
C02728	-0.386434415	-0.163122823	-0.051043639	0.008918264	0.149068354	-0.486125286	0.660810227	-0.518586896	-0.236533556	-0.128887051	0.604711962	0.856413621	2.052192537	0.085262934	-0.099327906	-0.529619296	-0.018786878	-0.760124834	0.427121764	-0.41490896
C02838	-0.825195597	-0.065691691	-0.71993968	1.133374308	-0.241482215	-0.421907237	0.762822045	-0.521282754	-0.152963519	0.385184842	-0.77905895	-0.24981607	0.280204167	0.28698719	-0.065160306	0.422406728	-1.790239462	0.566357173	0.934933531	-0.211925811
C02862	-0.841486171	-0.219532891	-0.087509893	-0.359487529	-0.137526883	0.074220113	0.642461112	-0.215169947	-1.305027682	0.08432228	-0.344556087	-0.230472991	0.400813538	-0.294837808	0.303885542	0.022813003	-0.423198437	0.460190835	-0.103929553	0.041588669
C02975	-0.406673962	-0.527187978	0.613670014	0.273051154	0.456238437	-0.457662679	0.059513665	0.710978559	-1.138296195	0.577875622	1.248015175	2.037756242	-0.323139914	0.68781052	-0.178694992	-0.213492381	0.504249466	-0.405980211	1.404239644	-1.429183761
C02993	0.069434184	0.364809932	0.592584817	0.02987056	0.215117499	1.305174826	-1.00205969	-0.109965291	0.265408861	-0.726870553	0.520984115	-0.058971259	1.610409357	-0.159677419	-0.557662496	-0.224529974	-0.339405004	-0.576827506	0.383943017	-0.120383151
C03002	-0.157798181	-0.465794944	-0.486095979	-0.135002949	-0.264824944	-0.182087242	0.652209919	-0.485265313	0.351068352	0.196182934	0.570133797	0.440919906	1.435894559	-0.265179787	-0.035630015	-0.483581252	-0.385024359	0.137222246	0.210030418	0.27821309
C03087	-0.377547839	-0.637443677	-0.015171864	0.142907881	1.353162744	-0.969724499	-0.588132264	0.780427666	1.053138014	-0.849069036	0.919523245	1.304471689	3.133276551	0.125086335	-0.157223889	-0.815304564	-0.03404575	-1.167835993	0.64791969	-0.639868442
C03149	0.005942534	0.366200741	-0.156676421	0.124722448	-0.732173281	-0.176956088	0.503519944	-0.234269025	-0.333466546	-0.096324854	-0.123228068	0.825657602	1.343600238	-0.234132316	0.768842487	-0.400848357	-0.630615528	0.01925233	-0.562641932	0.003707295
C03248	1.073681426	0.160334505	0.567122277	1.113476061	0.965153427	0.382237053	0.005347793	-0.156878252	-1.354545841	0.67589577	0.193791554	1.062367639	3.141233756	-0.395141092	-0.041909553	-0.684718582	0.751659717	0.819922443	0.397983446	-1.164260122
C03343	0.139436764	0.015543842	-0.018373764	0.020706754	0.152277994	0.16273121	-0.163974956	0.162775894	-0.197661321	0.010670181	-0.234561299	-0.080057118	-0.209154846	0.008029224	-0.063508226	0.173438655	-0.091301631	0.233184318	-0.008023176	-0.021462449
C03404	-0.396955274	0.02789584	-0.737314659	-0.150847932	-0.321654306	0.076801377	1.021953318	-0.960348024	-0.065282711	-0.494826839	0.484797869	0.198216051	0.861359992	0.181924093	-0.851501841	-1.254722253	-0.171448835	-0.316025638	-0.479092203	0.104552239
C03406	0.201634089	0.011773201	0.258668501	0.374357823	-0.003847894	-0.054457112	0.173905892	-0.380256194	-0.069570072	0.07167588	-0.048652126	-0.184128209	-0.751631266	0.020727279	-0.047180081	0.513161965	0.298239377	0.404785655	-0.065498183	-0.219293148
C03410	-0.250801512	-0.899286483	-0.187064339	-0.10702671	-0.111928076	0.044196395	0.605554272	-0.319415492	-1.140969772	0.22313516	0.115785234	1.582048822	-0.024494822	-0.349472304	-0.028290659	-0.242000827	-0.380416603	-0.383637502	-0.531729044	0.112079057
C03413	-1.011088928	0.258847235	-0.319138162	-0.815272366	-0.814389976	-1.332597013	2.448005842	-1.17011867	0.013374564	1.345072384	1.332709958	1.146318752	1.711045524	0.52686926	0.183517339	-1.080247086	0.550128146	-0.014939726	0.892143754	-0.009125935
C03425	-0.478134978	1.726022876	0.041236784	-1.048047862	0.434020729	1.300232741	-1.027925297	0.161640464	0.025664095	0.184203728	0.849268647	-1.33790724	0.129887729	-0.258785129	0.418134902	-0.660421857	1.325932662	-0.571038822	0.257224304	0.523933031
C03427	-1.030662852	-0.409461672	0.057943917	-0.564417786	-0.457672243	-0.738824526	1.074567551	-0.35291961	-0.352143475	-0.226954965	-0.531308632	0.123547362	-0.501191134	0.213251384	-0.288930204	0.265754854	-0.093666538	-0.21763913	-0.109160896	-0.185400698
C03451	-0.771268568	-0.003985748	-0.385040467	-0.418416123	-0.441903516	-0.358521384	0.71245955	-0.64278654	-0.176977239	0.20421183	-0.360235244	0.094688712	-0.204119705	-0.168384802	-0.089415197	0.240687342	-0.067303448	0.172993965	-0.175547397	-0.074634676
C03492	-0.565196019	1.094156583	0.106982295	-2.073788777	-0.614548385	-0.213603909	1.392403829	-0.693043544	0.138833946	-0.968656677	-0.031014619	-0.172073548	-1.731285671	-0.393442944	0.638559569	1.732670115	0.090633649	-0.126442474	-0.418545319	-1.336076823
C03527	0.169294029	0.476563159	0.470977989	-1.46638045	0.344380343	1.030427639	-0.367135608	0.066678164	0.369125388	0.186314367	0.286379277	0.983648288	-1.261059849	-0.348912729	-0.759913612	0.031163697	-0.003485206	0.784112031	-0.596759934	0.631328843
C03539	-0.103574841	-0.630481788	0.179376011	0.595913591	0.156993904	-0.431160225	-0.27852959	0.307150064	-1.49537184	0.26307783	-0.839112805	-0.817450267	-1.968730618	0.180445667	-0.470670142	0.75982079	0.273985624	0.697645462	0.043273876	0.561547019
C03582	-0.020141458	-0.139767969	0.217648573	0.049963942	0.092526173	0.173359005	-0.162945131	0.366987439	-0.04974358	-0.025690464	-0.789658216	0.218524051	-0.311604374	-0.277226336	0.057627708	0.152078843	-0.080063604	0.311946986	-0.504112102	-0.190561242
C03594	1.039253769	-0.625982272	0.885748211	0.460555513	-0.517731124	1.021274843	-1.516760454	-0.00677464	0.249896867	-0.036581132	-0.744833402	0.142308454	-0.546887376	0.642091962	-0.430012388	1.584208695	-0.169475092	1.774051675	0.722110207	0.411039324
C03683	-4.07753734	-0.048283517	-0.76154157	-0.483542568	-0.181430234	-0.126930248	0.607510457	-0.606426249	-1.445190065	0.03545281	0.285086004	-1.379290041	-0.352144999	-0.356987	-0.29234543	0.054563636	-0.656861231	0.377195963	0.208722319	-0.019088828
C03722	0.171141713	-0.239060456	0.02360053	0.462504591	-0.069823472	0.074875476	-0.094725967	0.247132807	0.229220009	0.007440653	0.351546916	-0.534329077	0.247772092	-0.475612301	-0.435060407	-0.413218455	-0.31956168	0.304168482	0.013721427	-0.099232392
C03805	-0.374640831	-0.042835332	-0.218067599	-0.460039519	-0.488748366	-0.660513	1.000491966	-0.617965035	-0.355004574	-0.076342309	0.561316906	0.550567048	1.511407769	0.085755837	-0.393224115	-0.566384267	-0.043000299	-0.515931105	0.884581121	-0.2048379
C03990	0.229188574	0.184718506	0.111227167	0.006110275	0.203228427	0.067358196	0.136717305	0.27208295	0.047664446	-0.025786437	0.461898819	-0.072608322	-0.420658362	0.049262079	-0.104852033	0.155560873	0.144929462	0.332183726	0.035613269	-0.236777448
C04015	-0.192515856	0.762884453	-1.583193592	-0.106584803	0.030885608	-0.252861536	0.105999924	0.418167685	-0.363179957	-0.627591981	0.010797783	2.975123555	0.474801278	0.180717827	-0.344643875	0.134931971	-1.235760275	-0.384772576	-1.174108452	0.807788091
C04036	-0.461974615	0.191519347	-0.165760072	0.180070254	-0.103632925	0.251519971	-0.459726712	-0.162945372	0.784370917	0.613551513	-0.111072579	0.122003959	-0.946330306	0.136940907	-0.056723132	0.633944266	0.084893151	0.129426456	0.572570824	-0.276017696
C04079	-0.243057732	-0.484097302	0.006130577	-0.518378437	-0.158677223	-0.150868784	-0.517040723	0.360091999	-0.712311263	0.147666607	0.675210494	0.463628801	1.124583303	0.342004081	-0.262407589	-0.316816998	-0.147678389	-0.343823967	0.492271552	-0.134303094
C04089	-0.755585361	0.434058815	-0.236968312	0.503443126	0.10170845	0.221733139	-1.238577771	0.556744238	-0.71319566	0.272794283	-0.928107682	-3.105226446	-2.498608674	0.801045849	0.183006608	0.793396853	-0.417894478	-0.048037262	0.08179027	-0.326968694
C04112	-0.230459093	0.25204551	-0.258850012	0.249535998	0.227250259	0.196436003	0.195157393	-0.159335279	0.570012993	0.300919998	-0.316777129	-0.882574944	-0.397130135	-0.160772188	-0.253330581	-0.280971705	-0.008619778	0.047985984	0.254872443	0.030131791
C04148	-0.531401567	-0.225153226	-0.346602537	-1.740453825	-0.925834964	0.39499974	1.311944479	-0.772872211	-0.543695179	-0.271061351	0.869563642	-4.50132706	0.145457451	-0.532641069	0.120112722	0.290828685	-0.192436841	0.299743074	0.844805048	-0.082349157
C04216	-1.530003997	-1.098664912	-0.145292561	0.003238105	-0.852226806	0.306858958	1.756662363	0.317475933	-0.082073023	-0.424267294	-0.517075901	0.120349804	-0.487760041	0.207666175	-0.281148853	0.25877216	-0.091082519	-0.211755335	-0.106164462	-0.180374993
C04217	-0.158673602	-0.471849098	-0.401728018	-0.007524666	-1.028550047	-0.312216832	1.088755597	0.015970061	-0.536443874	-0.121207477	1.138142658	1.043508101	1.816637762	0.759322971	-0.426468784	-1.158378414	0.780784638	-0.479604906	0.508116573	0.163356995
C04225	0.219334879	0.080735574	0.186451159	0.257499658	0.089555159	0.110216163	0.021337166	-0.15537384	0.016427155	0.088800215	-0.184016947	-0.01024636	-0.397104654	0.127875516	-0.111194778	0.261142786	-0.122038055	0.286853684	0.001149157	-0.004190021
C04227	0.114336883	-0.431522348	0.138726787	0.686771345	0.568865123	0.129634611	-1.038470757	0.831523284	-0.401570594	0.634544482	-1.904875608	0.200642812	-0.571378261	0.435012057	0.820601655	1.208997443	-2.431515672	1.217562293	0.387430047	-0.001200574
C04294	-0.397366129	0.432638941	-0.373273368	-0.102972295	-1.223973924	-0.504014882	-0.509822614	-0.614991775	-0.294042545	-0.725522947	-1.028996256	-0.159492223	-0.047489946	-0.288758433	0.665024047	1.508991158	-0.222917437	-0.691185482	-1.510946063	0.636812445
C04300	-2.003133001	-0.108524449	-0.519662737	-0.687389905	-0.472631304	-0.24718744	1.100460002	-0.579934578	-0.168348557	-0.160015049	0.116707267	0.662025422	-0.091828594	1.009220797	0.250847797	-1.475265707	-0.525591043	0.541441411	-0.818656531	-0.955345855
C04327	0.440011048	-0.009861365	-0.149143361	-0.486974076	-0.33541218	-0.175866531	0.01354129	-0.330652255	0.110790647	1.061047504	-0.433759277	-1.147183048	-0.943801304	0.399389239	0.014896933	0.51203968	0.736441048	0.371209815	-0.876781129	0.188564626
C04332	0.062331244	-0.369265675	-0.413769051	-0.366004131	-1.207944602	-0.182173105	0.771447946	-0.491891228	0.481635506	0.315431287	-0.798856713	-0.968106814	-0.698473001	0.536200414	0.511272503	0.54113866	-0.910524442	0.146118092	-0.135457249	0.234566452
C04352	-0.263426683	-0.073403517	0.091383767	0.70903329	-3.056120455	-0.693182281	-1.223365162	0.612322363	1.166844255	0.496996421	-0.199653873	0.691072967	-0.686431807	0.12370111	-0.075635594	-0.136890169	0.569395379	-1.725090177	0.513714786	-0.547110902
C04376	0.226716583	-0.408160428	-0.010169386	-0.300638639	-0.18669876	-0.048627077	-0.022730507	0.348466321	0.452880574	0.413793672	0.509459885	1.073521569	1.537850347	-0.090273214	-0.141875906	-0.216097493	-0.045623256	-0.061406448	-0.322569328	-0.675399376
C04437	0.293405405	0.356405051	0.197744521	-0.233590576	-0.116350176	-0.039932023	0.625133287	0.128944591	0.210605823	-0.229312733	-0.856066653	-0.862957566	-0.736845065	0.177622442	0.202685097	0.438311193	-0.351051672	0.388936128	0.085109434	0.164413025
C04453	-0.403287372	-0.413918836	-0.024485014	0.344786583	0.144435386	-0.311235718	0.083077497	-0.463057718	-0.608429328	-0.062213258	0.347702945	1.195032028	-1.532762356	-0.42431099	-0.923763847	0.037562117	-0.004543599	0.952553349	-0.725497682	0.766889502
C04486	0.633955293	0.195479449	0.022182103	0.763757347	-0.233114856	0.40582491	0.016689986	-1.569038432	0.602208934	-0.053901379	-0.352427528	-1.439077717	-0.735322222	-0.132206181	0.09059891	0.009611024	0.23963244	0.53446926	0.115474858	0.442639255
C04489	0.306295465	0.683129698	1.393572879	0.735000348	-0.846730909	-0.014234341	0.244426221	1.288256905	-2.825771531	0.09186141	1.204155141	1.287541138	2.306155372	1.197310273	-0.399471759	-0.251565254	-1.271959705	-1.277684682	0.443780763	-0.568228907
C04498	-0.357900605	-0.399618367	-0.155446176	-0.228959665	-0.044832672	0.696398726	-0.137864356	-0.008295353	-0.5358678	-0.467994906	0.393629088	0.531387836	1.090387293	-0.054964716	-0.312550573	-0.703899508	-0.094304237	-0.096114805	0.095442883	0.157567957
C04518	-0.526610409	-0.378225347	-0.294526828	0.037140775	-0.620026643	-1.106760455	0.939388919	-0.008081291	-1.030640404	-0.440700439	-0.311905065	-0.876341759	-0.981874725	0.382240078	0.99981707	1.457020867	-0.060945405	0.90778458	-1.017627334	0.632391079
C04537	0.770881907	0.932157103	0.413919717	0.122043124	0.554069077	0.533130825	0.42720506	-2.532653042	0.184710383	-0.757353585	1.317684854	1.987061615	2.442048934	0.292275482	-0.428792417	-0.664731029	0.36489368	-1.608127673	0.448660453	-0.047332427
C04547	-1.681842508	-0.951160303	-0.288657976	-0.812818233	-0.753113542	-1.99504779	1.706238587	-1.927205283	-0.468616271	-0.338228328	0.451345818	-1.19663209	-0.188708668	-0.110116403	0.232962887	0.650368344	1.185263363	-0.29025438	0.055119597	1.080924884
C04555	-0.660151023	-0.009208002	0.385482746	0.137952555	-0.296563279	-0.025742521	0.656086191	-0.410851233	2.835680948	0.41540653	-0.248312491	-0.495296499	-1.478652877	-0.893890277	-0.547091397	-1.377435133	-0.865291498	0.824982442	0.275648863	0.616999924
C04604	1.245638494	0.26372465	0.491114265	1.542679927	0.769429306	0.572065235	0.588122644	-0.748226509	-1.763642006	0.689265001	0.020401229	1.367274982	1.527350807	0.411150604	-0.890787339	-1.308905051	-0.429261893	0.919950734	-1.122612297	-0.136216657
C04741	0.073941826	0.389316689	-0.325696344	-0.073803029	-0.003264233	0.134420752	0.28686769	-0.08905266	-0.040606326	0.117350552	-0.168802541	-0.052833769	-0.202047373	0.029563184	0.003376561	0.192670994	-0.048744013	0.164522458	0.029025436	-0.034072302
C04742	-0.615896119	1.498291796	0.116777067	-0.335825285	-0.525626789	-0.439821049	-0.578784892	-0.725142631	-0.065407292	-0.208524829	-2.401741777	0.266423616	-1.691991244	-0.384479602	0.139376531	1.123018761	0.017850247	1.538139142	-0.718569422	-0.202492815
C04778	0.039759698	-0.129667795	0.039283575	0.331256133	-0.124122919	-0.219703959	0.602070721	0.607738212	-0.0054589	0.054622948	0.812020271	0.578754229	1.038524676	0.356275223	-0.143993374	-0.334023308	0.195875328	0.097653352	0.507991085	0.109130551
C04840	0.022599027	-0.09212314	0.071947931	0.111689741	0.058261269	-0.09193194	0.002710635	0.023476441	-0.048875468	0.045236592	-0.061002699	-0.162929027	-0.181986186	0.064346436	0.175868846	0.258430969	-0.015684198	0.159249617	-0.18844242	0.109518821
C04858	-0.103964524	0.203907754	-0.326418978	-0.610687669	-0.315541205	-0.163384808	0.179969504	0.558641002	-0.123456119	0.175878273	0.059959385	0.333353374	0.77931733	-0.49072639	-0.625462937	-1.393925715	0.152933995	0.680545717	-0.014895329	0.99177113
C04886	-0.841747887	-0.364868901	-0.712646855	-0.370506997	-0.930043523	-1.270601213	1.470457988	-0.365378608	0.537185736	0.024998113	0.576426014	0.110974251	-0.624798765	0.891142913	1.271371695	0.472082274	-0.268347827	-1.88575911	-0.583143138	-2.660961996
C04931	-0.255664183	0.10814505	-0.220978343	-0.107601329	-0.885612123	-0.454299499	0.489812165	0.279956665	-0.771889458	-0.0379573	0.572923812	-0.026857641	0.600844755	0.269645136	-0.411632384	-0.869565751	-0.136036197	-0.414117548	-0.348171724	0.569964508
C05028	0.011762791	0.020755194	0.830399493	0.268593374	0.026140757	-0.111093265	-0.124938169	-0.057876396	-0.482710779	0.010223134	-0.163459642	-0.453418607	-0.507632357	0.193132355	0.510390238	0.745262169	-0.034538171	0.463111863	-0.525998961	0.321638401
C05122	0.576807904	0.915962618	-0.860338958	0.337794094	-0.315894946	0.284742911	0.872096476	-0.265972798	0.690248818	-2.220947821	-0.230609005	-0.01086796	-0.803440958	-0.140719907	0.166338969	0.148517439	0.408103112	0.572419949	-0.035248209	-0.516936823
C05131	-1.122605724	-0.625696226	-0.16555992	-0.521332751	-0.633983507	-1.184311691	0.713393268	-0.057726838	-0.115748787	-0.052571076	0.496383013	0.720291944	0.97516206	-0.22195887	-0.30596215	-0.085651408	-0.815064123	0.250312601	0.067566608	0.711527958
C05139	-0.410106945	0.046363506	0.011691344	-0.555597618	-0.282130938	0.094861595	0.126932436	0.051092165	0.613087389	-0.132028512	0.108896556	0.937200764	1.318294734	0.051717799	-0.147855704	-0.594943183	-0.070186035	-0.464212787	-0.084461185	0.022907582
C05175	-0.610023605	1.016134743	0.976661664	-0.658097859	0.392273586	0.239515852	1.739378633	-0.347613648	0.087157141	-0.359944145	-0.000174597	0.107753936	1.405593101	-0.044638117	-0.758161896	-1.316217429	0.113195654	0.862042664	-0.032361732	-0.165610833
C05200	-0.369945117	-0.050680175	0.082877321	-0.461208699	0.220676294	0.136680799	0.006999516	-0.217304685	-0.439709597	0.075023587	-0.216163324	-0.162485313	-0.30900788	0.017146341	-0.036326012	0.278223034	-0.089838129	0.160050404	-0.001133313	-0.012517919
C05258	-1.496880666	-0.094020455	-0.104079896	0.45938208	-0.244003614	0.445743278	0.097820124	0.753831209	1.000848193	-0.106103354	-0.974026323	0.140368894	-1.436049538	0.830539754	0.43154894	1.205294137	0.752105232	-0.320949372	-0.510828335	-0.862364098
C05259	-0.340978954	0.803868827	-0.699914413	0.136232616	0.593818105	0.822412059	-0.446051339	-0.47195803	0.433126144	0.426352558	-0.413164224	-0.887153079	-0.349814883	-0.006210152	-0.209551173	0.490281793	-0.482043584	0.237373363	-0.187411969	0.340746791
C05261	0.400201582	0.040175972	0.629359289	1.126605208	0.437859585	0.5588523	-1.381808432	0.763719863	-0.210742944	0.501497166	-0.800893475	-1.719083545	-0.678175949	-0.012560182	-0.406463311	0.949221883	-0.934323518	0.459298971	-0.363576282	0.659549355
C05272	0.544765168	0.248581408	0.207522486	0.693455327	0.625245178	0.480164362	-0.706627214	0.557096995	0.233037187	0.290899808	0.347203745	0.356865008	-3.32231195	0.303506384	0.347322327	0.386369099	0.366882041	0.391723522	0.31878077	0.329946
C05283	-1.741530124	0.439481331	-0.346625049	-0.768213539	-1.219669066	-1.47710136	-0.328502187	-1.041929998	0.723151585	0.118974835	1.080988256	1.214765146	1.923500881	0.217707267	-1.098880128	-0.562123169	0.193544565	0.154183978	1.019623239	-0.289229948
C05307	0.395336085	0.624228284	-0.183603513	0.114362814	0.490229294	0.628494294	-0.055520337	-1.278070206	0.7375576	-0.023413564	0.73006445	-0.078243136	1.327483871	0.147632092	0.732216837	0.373728538	0.295769653	-1.367522707	0.550067546	-1.250085027
C05322	-0.325782119	-0.118673684	-0.280154282	-0.366026505	-0.172035243	-0.406835972	0.689108661	-0.404768963	-0.481984471	0.20705302	-0.226340837	0.201884238	0.197018921	0.310687238	0.066169802	-0.123597096	-0.121095762	-0.048599185	-0.137831116	-0.321265818
C05337	-0.260834013	-0.489937261	-1.135739793	1.108064606	-0.139875562	0.687949712	-0.984999982	0.767200106	0.799853664	0.199868057	-0.38591154	-0.826988477	-0.326960919	-0.007214752	-0.196436561	0.454802754	-0.450008193	0.219455304	-0.175834635	0.315650883
C05379	0.4396121	-0.119391271	-0.160402984	0.731001421	0.316468559	0.495337114	-0.316808731	0.262072438	0.382406963	0.277016361	-0.264779701	-1.877648275	-0.552180769	0.125610254	-1.0443079	0.034825358	0.48162088	-0.244351127	-0.034874099	0.505851737
C05380	-0.126398725	-0.012477633	-0.002906115	0.027433417	-0.411858191	-0.275492258	0.494959343	-0.287256911	-0.253667273	0.290712075	-0.305416068	-0.260961523	-0.307048389	0.074224652	-0.011018752	0.371178245	-0.104817727	0.367911796	-0.074193225	-0.076741311
C05401	-0.296330542	0.112594049	-0.253859584	-0.969940677	0.019585538	-0.358169084	0.910134746	-0.283221947	-0.256639697	-0.174343291	-0.895013601	-0.557582163	0.426521335	-0.318984796	0.429947413	-0.116947838	-0.203043032	0.441945018	0.134904079	-0.11139067
C05463	-0.680433471	-0.465137027	0.085668541	-2.251638665	0.043969618	-0.357289857	1.089476033	-1.107261146	-1.298723544	-0.33115771	-0.221296121	-0.010617995	-0.770502423	-0.135114382	0.159280281	0.142193764	0.391073194	0.54861302	-0.033992714	-0.495814741
C05464	0.371416454	0.779012037	0.97883373	-0.058964526	-0.191112313	-0.430462712	-0.211233518	-1.440262385	3.28791712	0.157788106	0.70386819	0.946288247	1.797287651	0.128081701	-0.804397764	-0.519964912	0.288915382	-0.589717104	0.693926855	-0.25597737
C05468	-0.189060653	0.093344579	-0.033674423	-0.10694032	-0.212826411	-0.754102061	-0.159281609	-0.007810319	0.596546194	0.300628098	1.213281857	-0.054501431	-1.055960616	-0.106679579	0.180365908	0.177387721	-0.436257313	0.300983427	-0.424064091	-0.075695391
C05472	-1.493079264	0.392877144	-0.477202947	-0.53351393	-0.521689184	-0.744605603	-0.684194207	-0.690899657	0.539206037	-0.445636498	0.397133644	-0.268221427	0.644039617	0.013237413	0.413029269	0.323830405	-0.30433343	-0.200903313	0.131409468	-0.526335232
C05476	-1.463576851	0.391544789	-0.490492013	-0.893081924	-0.376890715	0.602204513	0.813159549	-0.191400089	0.849791475	2.420258876	-0.737209406	-0.097448469	-0.442392541	0.244757349	0.297976901	-0.195433637	-0.269504962	0.294944261	0.419064634	0.080062656
C05484	-0.039769797	0.379539525	0.063402666	-0.210094733	0.052755155	0.210625486	-0.272482659	0.059292404	0.086923158	0.06465779	-0.015599424	-0.101838376	-0.649338643	-0.043461857	-0.149370594	0.337299522	0.362403776	0.36825236	-0.173887693	0.055421944
C05504	-0.558693364	-0.246607695	-0.704607699	-0.180451384	-0.920079843	-0.847299683	1.212225886	-0.852208107	-0.948363414	-0.537467064	-0.120068011	-0.133149249	1.585696801	-0.252499135	-0.083297433	0.926432924	-1.047688298	0.601461105	-0.921500645	1.009521667
C05513	0.199331148	-0.055186789	0.002299049	0.490755296	0.202504599	-0.522027606	-0.142238791	0.235228425	0.158505197	0.563644187	-1.373862326	-1.246020292	-1.475223242	0.244959888	-0.177253777	1.261458655	-0.530516526	1.411876138	-0.045766221	-0.349698335
C05552	-0.413536865	0.075941498	0.050355745	-0.383949585	-0.205045213	-0.00860533	0.295740865	0.281399172	0.514699828	-0.276527197	-0.413519109	-0.222805376	-0.232753946	0.129294762	0.080442336	0.40485184	-0.336984179	0.555755877	0.001033433	0.034825022
